age,education-num,hours-per-week,income
51,14,50, >50K
22,3,40, <=50K
29,9,50, <=50K
36,2,20, <=50K
28,9,40, <=50K
27,10,40, >50K
44,9,40, <=50K
45,6,40, <=50K
42,16,40, >50K
31,10,40, <=50K
39,3,40, <=50K
45,10,40, <=50K
21,5,50, <=50K
36,6,35, <=50K
40,10,40, <=50K
27,13,30, <=50K
53,5,36, <=50K
63,13,40, <=50K
44,10,10, <=50K
57,16,40, >50K
36,5,35, <=50K
58,13,40, <=50K
36,13,40, <=50K
51,9,45, <=50K
38,12,55, <=50K
35,13,60, <=50K
41,13,40, >50K
56,2,25, <=50K
47,9,37, <=50K
48,4,40, <=50K
30,13,40, <=50K
24,7,40, <=50K
20,10,15, <=50K
37,9,42, <=50K
27,13,40, <=50K
28,4,40, <=50K
21,10,10, <=50K
38,9,40, <=50K
28,11,40, <=50K
47,12,40, >50K
33,1,40, <=50K
47,15,60, >50K
37,13,70, <=50K
41,11,5, <=50K
45,12,40, <=50K
48,9,40, >50K
26,10,40, <=50K
32,7,40, <=50K
41,11,40, <=50K
55,3,48, <=50K
34,13,40, <=50K
69,15,25, <=50K
29,4,30, <=50K
29,13,64, >50K
46,9,40, >50K
49,13,50, <=50K
40,15,40, >50K
