age,education-num,hours-per-week,income
60,9,40, <=50K
60,9,50, >50K
31,13,47, <=50K
50,13,40, <=50K
61,10,40, >50K
30,13,18, <=50K
32,9,40, <=50K
57,9,84, >50K
44,13,40, <=50K
27,5,40, <=50K
43,13,35, <=50K
29,9,40, <=50K
34,10,40, <=50K
26,10,40, >50K
23,10,40, <=50K
42,10,50, >50K
31,13,55, >50K
30,14,45, >50K
42,10,45, >50K
39,7,37, <=50K
54,13,40, >50K
76,4,30, <=50K
26,9,96, <=50K
31,3,25, <=50K
44,10,35, <=50K
40,13,50, <=50K
38,13,40, >50K
51,13,50, >50K
35,10,45, >50K
43,13,40, <=50K
31,7,40, <=50K
21,10,35, <=50K
40,11,40, <=50K
69,9,24, <=50K
24,10,48, <=50K
38,11,40, <=50K
29,8,40, <=50K
20,10,35, <=50K
54,9,20, <=50K
30,9,40, >50K
20,10,54, <=50K
27,9,50, <=50K
50,10,70, <=50K
30,9,40, >50K
23,13,40, <=50K
38,9,80, <=50K
59,10,40, <=50K
35,9,25, <=50K
24,11,5, <=50K
32,3,40, <=50K
59,13,40, <=50K
31,9,40, <=50K
27,9,40, <=50K
18,9,40, <=50K
59,14,20, <=50K
33,13,50, <=50K
44,15,55, >50K
45,14,40, <=50K
26,13,48, >50K
19,7,30, <=50K
22,10,2, <=50K
59,9,40, <=50K
49,11,45, <=50K
36,6,40, <=50K
38,9,40, <=50K
25,9,24, <=50K
33,13,50, >50K
42,13,40, >50K
44,15,50, >50K
43,10,40, <=50K
38,13,40, >50K
46,10,50, <=50K
50,14,30, <=50K
37,16,72, >50K
55,10,45, <=50K
17,7,15, <=50K
31,13,40, <=50K
39,9,60, <=50K
39,13,60, <=50K
40,10,47, >50K
28,13,40, <=50K
24,13,38, <=50K
34,10,40, >50K
53,9,45, <=50K
64,5,40, <=50K
64,4,40, >50K
47,9,50, <=50K
49,10,44, >50K
41,13,40, >50K
44,16,40, >50K
50,13,40, >50K
50,10,40, <=50K
37,14,45, >50K
33,10,40, <=50K
27,9,50, <=50K
54,13,60, >50K
63,12,40, >50K
35,3,40, <=50K
19,9,40, <=50K
34,10,35, <=50K
50,14,62, >50K
65,9,40, <=50K
36,13,50, >50K
30,10,40, <=50K
57,10,40, >50K
37,9,50, <=50K
47,11,48, >50K
34,13,48, <=50K
40,9,55, <=50K
47,10,40, >50K
18,9,60, <=50K
32,11,50, >50K
52,15,40, <=50K
58,9,40, <=50K
36,6,40, <=50K
67,9,10, <=50K
20,9,40, <=50K
26,13,48, <=50K
32,9,40, <=50K
56,3,40, <=50K
44,9,48, >50K
50,11,45, <=50K
41,10,40, >50K
40,10,8, <=50K
35,10,50, <=50K
22,10,20, <=50K
31,13,55, <=50K
40,13,99, >50K
68,7,20, <=50K
29,10,55, <=50K
28,9,40, <=50K
39,9,40, <=50K
40,13,40, >50K
32,9,40, <=50K
33,9,40, <=50K
32,11,40, <=50K
34,10,50, <=50K
27,10,40, <=50K
63,5,40, <=50K
53,9,40, <=50K
37,9,55, >50K
30,9,70, >50K
34,10,35, <=50K
31,9,50, <=50K
49,10,40, <=50K
50,9,40, <=50K
31,9,40, <=50K
69,2,34, <=50K
36,11,60, <=50K
38,9,60, <=50K
28,12,40, <=50K
59,14,55, <=50K
43,13,60, <=50K
33,10,40, <=50K
43,13,50, >50K
51,9,52, <=50K
45,13,72, >50K
22,9,40, <=50K
34,10,40, <=50K
22,9,50, <=50K
28,13,45, <=50K
33,9,40, <=50K
40,14,50, <=50K
47,9,40, >50K
21,9,40, <=50K
72,16,6, >50K
36,9,55, <=50K
48,9,48, <=50K
36,9,45, >50K
24,9,60, <=50K
22,11,40, <=50K
32,6,40, <=50K
32,9,40, <=50K
37,10,45, <=50K
41,10,21, <=50K
60,9,40, <=50K
39,10,40, <=50K
17,6,20, <=50K
46,10,40, >50K
55,9,35, <=50K
48,11,70, >50K
74,10,4, <=50K
34,12,40, <=50K
25,6,24, <=50K
54,13,40, >50K
38,10,50, >50K
33,13,70, >50K
36,5,50, >50K
60,9,40, <=50K
36,9,30, <=50K
24,9,40, <=50K
69,13,20, <=50K
22,10,34, <=50K
61,8,40, <=50K
29,10,50, <=50K
37,8,35, <=50K
31,10,40, <=50K
40,12,40, >50K
26,10,45, >50K
49,9,60, <=50K
24,9,44, <=50K
35,9,50, <=50K
40,12,50, >50K
36,5,35, <=50K
37,11,40, <=50K
33,9,40, <=50K
27,9,45, <=50K
37,9,40, >50K
39,9,40, >50K
25,9,60, <=50K
60,16,40, >50K
20,10,20, <=50K
22,10,10, <=50K
34,15,50, >50K
40,13,40, <=50K
55,14,60, >50K
23,4,40, <=50K
35,9,40, >50K
50,13,40, <=50K
46,9,75, >50K
31,10,40, >50K
28,12,40, >50K
64,9,35, <=50K
24,13,45, <=50K
47,9,50, >50K
42,16,50, >50K
40,9,32, <=50K
18,7,20, <=50K
38,9,40, <=50K
52,6,40, <=50K
52,14,70, >50K
33,10,35, <=50K
19,9,20, <=50K
39,13,45, >50K
35,9,50, <=50K
63,1,30, <=50K
40,6,40, <=50K
39,14,60, <=50K
40,9,30, <=50K
28,11,40, <=50K
27,10,40, <=50K
29,9,55, >50K
35,9,40, <=50K
33,9,40, >50K
42,13,65, <=50K
60,9,40, <=50K
35,9,40, <=50K
45,13,55, >50K
25,10,40, <=50K
65,9,16, <=50K
28,7,40, <=50K
54,9,40, <=50K
53,10,45, >50K
52,9,60, >50K
67,10,44, <=50K
46,11,40, >50K
19,7,40, <=50K
57,2,35, <=50K
40,6,40, <=50K
47,9,45, >50K
39,9,40, <=50K
47,9,60, <=50K
62,9,60, >50K
25,9,60, <=50K
46,10,40, <=50K
20,9,40, <=50K
59,9,40, <=50K
24,9,50, <=50K
37,13,50, >50K
29,3,40, <=50K
24,9,40, <=50K
42,14,40, <=50K
72,2,40, <=50K
80,9,20, <=50K
22,10,35, <=50K
45,10,72, <=50K
60,14,10, <=50K
44,9,45, <=50K
44,9,55, <=50K
30,9,46, <=50K
29,9,40, <=50K
40,10,40, <=50K
35,11,60, <=50K
67,13,8, >50K
31,9,40, <=50K
54,10,40, >50K
48,11,50, >50K
46,10,40, >50K
25,10,40, >50K
31,10,40, <=50K
49,9,40, <=50K
70,9,28, <=50K
27,10,40, <=50K
31,7,40, <=50K
52,14,40, <=50K
34,10,38, <=50K
34,9,40, <=50K
40,9,40, <=50K
41,10,40, >50K
48,9,65, <=50K
33,10,45, <=50K
33,9,40, <=50K
59,14,45, >50K
36,13,45, <=50K
41,9,20, <=50K
43,13,40, >50K
63,9,40, >50K
46,9,50, <=50K
38,10,12, <=50K
18,5,40, <=50K
48,9,70, >50K
36,9,60, <=50K
21,9,32, <=50K
30,13,44, <=50K
59,10,40, <=50K
27,9,46, <=50K
20,10,40, <=50K
24,7,50, >50K
29,9,40, >50K
56,9,40, <=50K
27,10,40, <=50K
27,9,40, <=50K
51,13,50, >50K
37,9,45, <=50K
31,11,40, <=50K
47,9,40, >50K
47,15,45, >50K
50,14,50, >50K
53,3,40, <=50K
37,9,40, <=50K
46,13,45, >50K
21,12,55, <=50K
44,9,40, <=50K
27,9,60, <=50K
39,10,40, <=50K
46,13,40, >50K
28,10,7, <=50K
26,10,48, <=50K
19,9,40, <=50K
49,10,50, >50K
55,9,60, <=50K
39,5,40, <=50K
80,4,30, <=50K
49,13,45, >50K
53,9,60, <=50K
57,2,40, <=50K
21,10,15, <=50K
46,15,50, >50K
57,6,48, <=50K
38,14,70, >50K
55,3,40, <=50K
28,10,40, <=50K
37,9,60, <=50K
46,9,40, <=50K
46,10,40, <=50K
55,9,40, >50K
60,13,50, <=50K
35,16,40, >50K
46,13,50, >50K
49,4,70, <=50K
24,14,13, <=50K
41,13,55, >50K
25,10,55, <=50K
56,15,40, >50K
24,9,40, <=50K
47,13,60, <=50K
29,11,50, <=50K
38,10,40, <=50K
26,13,60, <=50K
36,13,45, <=50K
27,9,99, <=50K
29,10,40, <=50K
32,9,49, >50K
23,9,40, <=50K
37,9,60, <=50K
35,9,40, <=50K
39,2,45, <=50K
39,7,40, <=50K
39,13,40, <=50K
60,3,40, <=50K
18,8,18, <=50K
56,15,40, >50K
50,15,50, >50K
28,10,40, <=50K
72,9,20, <=50K
53,9,40, >50K
27,13,50, <=50K
34,9,40, <=50K
34,10,48, <=50K
53,10,40, <=50K
21,10,40, <=50K
28,9,40, <=50K
37,15,60, >50K
31,15,60, >50K
64,10,40, <=50K
56,3,40, <=50K
42,13,44, >50K
43,10,55, >50K
27,10,50, >50K
26,11,45, <=50K
43,5,40, <=50K
32,9,40, >50K
39,15,50, <=50K
43,11,40, <=50K
50,9,50, >50K
46,10,40, <=50K
45,11,42, >50K
30,15,55, <=50K
51,9,40, <=50K
42,10,50, >50K
39,9,70, <=50K
20,9,50, <=50K
35,11,42, <=50K
64,16,60, >50K
32,9,40, <=50K
25,10,42, <=50K
49,11,40, >50K
22,10,6, <=50K
43,13,40, >50K
34,13,20, <=50K
44,9,40, <=50K
33,8,40, <=50K
29,9,45, <=50K
28,9,40, <=50K
41,9,55, <=50K
32,13,55, >50K
29,14,20, <=50K
17,9,35, <=50K
44,9,40, >50K
61,13,30, <=50K
40,12,42, >50K
57,10,40, <=50K
33,9,40, <=50K
30,11,40, >50K
43,9,40, >50K
39,7,40, <=50K
28,9,38, <=50K
25,9,37, <=50K
35,9,65, <=50K
27,8,40, <=50K
46,10,48, <=50K
47,9,42, <=50K
48,4,40, >50K
32,13,56, >50K
24,13,30, <=50K
43,10,40, <=50K
27,10,40, >50K
25,13,40, <=50K
31,9,40, <=50K
53,9,60, <=50K
52,10,50, >50K
40,9,42, <=50K
67,16,20, >50K
50,9,40, <=50K
33,9,50, <=50K
26,9,40, >50K
39,10,65, <=50K
28,13,60, >50K
38,13,40, <=50K
44,13,40, >50K
41,9,49, >50K
29,11,40, >50K
61,14,60, >50K
56,4,40, <=50K
59,9,65, >50K
29,11,40, <=50K
40,13,60, <=50K
25,13,60, <=50K
49,14,40, <=50K
67,13,30, <=50K
82,9,3, <=50K
35,10,40, >50K
42,10,40, <=50K
38,9,50, <=50K
22,11,75, <=50K
35,13,45, <=50K
26,9,36, <=50K
50,9,40, <=50K
50,11,40, >50K
22,9,40, <=50K
20,10,20, <=50K
50,14,65, >50K
27,10,88, <=50K
37,9,46, >50K
49,13,40, <=50K
28,9,40, <=50K
29,9,48, <=50K
19,9,35, <=50K
36,13,40, <=50K
35,9,65, <=50K
46,13,44, >50K
67,4,40, <=50K
43,9,40, <=50K
36,10,48, <=50K
22,10,40, <=50K
42,12,50, >50K
66,9,40, >50K
29,9,50, <=50K
21,9,60, <=50K
20,10,40, <=50K
35,9,42, <=50K
51,10,40, >50K
46,14,30, <=50K
28,12,40, <=50K
49,16,60, >50K
41,10,40, >50K
18,9,40, <=50K
17,6,12, <=50K
28,11,70, >50K
30,9,50, <=50K
35,4,40, >50K
38,10,40, >50K
50,9,40, <=50K
51,9,45, <=50K
43,10,48, <=50K
46,13,60, >50K
41,10,50, <=50K
25,12,48, <=50K
37,10,80, >50K
41,9,40, <=50K
41,11,60, >50K
18,7,15, <=50K
35,9,60, <=50K
77,13,50, >50K
26,9,50, <=50K
59,2,40, <=50K
51,9,40, <=50K
33,10,50, <=50K
41,9,40, <=50K
26,10,40, <=50K
22,11,44, <=50K
32,9,40, <=50K
49,13,50, >50K
49,13,45, >50K
27,10,40, >50K
39,9,60, <=50K
37,9,40, >50K
31,9,40, <=50K
51,9,50, <=50K
17,3,48, <=50K
24,4,38, <=50K
37,13,40, >50K
69,9,40, <=50K
52,13,60, >50K
78,4,25, <=50K
20,9,32, <=50K
62,9,35, <=50K
20,7,32, <=50K
60,5,40, <=50K
53,14,70, >50K
49,10,45, >50K
31,14,45, <=50K
30,13,45, >50K
38,9,50, <=50K
23,4,40, <=50K
55,9,65, <=50K
24,7,40, <=50K
73,11,60, >50K
65,14,4, <=50K
37,9,40, <=50K
40,9,40, >50K
55,9,38, <=50K
29,13,60, <=50K
37,12,45, >50K
28,13,40, <=50K
30,13,40, >50K
64,10,4, <=50K
32,9,60, <=50K
29,13,70, <=50K
47,11,60, >50K
28,9,40, <=50K
44,13,40, <=50K
36,1,40, <=50K
21,11,40, <=50K
18,10,10, <=50K
19,6,30, <=50K
42,9,43, >50K
40,9,40, <=50K
34,6,44, <=50K
42,14,40, <=50K
38,11,40, <=50K
40,13,40, <=50K
36,9,40, <=50K
42,13,40, <=50K
18,7,40, <=50K
39,9,55, >50K
25,9,40, <=50K
29,14,40, <=50K
42,10,50, <=50K
24,9,40, <=50K
43,9,45, <=50K
30,9,50, <=50K
27,13,40, <=50K
29,9,60, >50K
45,9,40, <=50K
47,12,40, <=50K
35,14,55, >50K
57,9,50, <=50K
23,9,75, <=50K
24,9,40, <=50K
57,15,50, >50K
55,14,45, >50K
38,10,40, <=50K
51,9,40, <=50K
34,9,40, <=50K
54,14,60, <=50K
49,6,40, <=50K
60,9,40, <=50K
42,9,45, >50K
25,9,48, <=50K
59,9,40, <=50K
22,9,40, <=50K
22,13,40, <=50K
50,9,48, <=50K
23,6,40, <=50K
57,10,38, >50K
80,16,30, <=50K
49,14,40, <=50K
37,10,75, >50K
35,9,20, <=50K
41,13,60, >50K
23,13,20, <=50K
28,9,40, >50K
51,9,40, >50K
62,13,40, <=50K
52,11,45, >50K
73,7,15, <=50K
46,15,65, >50K
43,6,40, <=50K
27,3,60, <=50K
54,9,40, <=50K
60,10,40, <=50K
35,9,40, <=50K
32,9,48, <=50K
21,10,40, <=50K
32,9,40, <=50K
35,9,40, <=50K
61,4,40, <=50K
21,9,40, <=50K
42,10,33, <=50K
46,8,45, <=50K
40,6,50, <=50K
22,10,35, <=50K
26,9,40, <=50K
43,9,80, >50K
44,10,80, <=50K
25,9,40, <=50K
27,12,40, <=50K
39,9,44, <=50K
56,10,41, >50K
49,9,42, >50K
20,10,15, <=50K
44,2,10, <=50K
32,9,50, <=50K
33,9,40, <=50K
39,6,40, <=50K
44,10,60, >50K
40,15,40, >50K
36,9,40, <=50K
31,10,40, >50K
40,10,40, <=50K
35,10,40, <=50K
46,9,65, <=50K
34,13,60, <=50K
20,12,20, <=50K
27,9,40, <=50K
50,10,50, <=50K
36,13,40, <=50K
31,9,40, <=50K
51,9,45, >50K
65,13,40, >50K
69,16,40, >50K
34,13,70, >50K
32,9,50, <=50K
46,9,40, >50K
31,10,45, <=50K
39,9,45, <=50K
42,14,40, >50K
50,9,55, >50K
46,15,60, >50K
19,9,20, <=50K
34,10,45, <=50K
82,4,2, <=50K
31,10,50, >50K
32,13,42, >50K
32,14,55, >50K
20,9,30, <=50K
39,16,50, >50K
43,10,40, <=50K
60,13,45, >50K
61,9,40, <=50K
42,2,60, <=50K
38,9,50, <=50K
19,9,35, <=50K
45,11,40, <=50K
66,13,99, <=50K
60,11,40, >50K
45,5,40, <=50K
47,3,20, <=50K
27,13,41, <=50K
47,10,40, >50K
24,12,20, <=50K
70,13,40, >50K
34,9,40, <=50K
19,9,20, <=50K
22,10,50, <=50K
55,13,45, >50K
35,9,35, <=50K
36,13,40, >50K
36,11,50, >50K
60,14,50, >50K
19,10,30, <=50K
49,9,50, >50K
30,9,40, <=50K
46,9,40, >50K
42,10,40, <=50K
37,9,40, <=50K
49,11,40, >50K
29,9,40, <=50K
32,10,40, <=50K
63,13,40, >50K
47,15,40, <=50K
34,10,40, >50K
37,9,40, <=50K
26,9,40, <=50K
35,10,38, <=50K
21,10,40, <=50K
42,16,7, <=50K
29,4,40, <=50K
43,9,40, >50K
38,13,40, >50K
52,6,40, <=50K
28,9,40, <=50K
24,13,40, <=50K
31,9,50, >50K
29,13,55, <=50K
36,9,40, <=50K
59,14,80, >50K
46,10,40, <=50K
46,13,40, <=50K
65,9,55, <=50K
32,3,40, <=50K
53,13,40, >50K
23,12,25, <=50K
90,13,40, <=50K
18,10,40, <=50K
28,9,45, <=50K
43,9,45, >50K
31,9,65, <=50K
42,9,40, >50K
34,14,50, >50K
43,13,45, >50K
90,10,35, <=50K
81,10,15, <=50K
57,14,40, >50K
24,13,32, <=50K
28,9,40, <=50K
38,9,40, >50K
29,9,45, <=50K
45,13,55, <=50K
60,9,40, <=50K
35,6,50, <=50K
27,10,50, >50K
39,9,55, <=50K
36,9,40, <=50K
32,11,55, >50K
31,11,60, <=50K
74,6,30, <=50K
31,10,50, >50K
48,14,40, >50K
30,10,40, <=50K
57,7,40, <=50K
24,13,60, <=50K
25,10,15, <=50K
47,7,58, <=50K
42,9,45, <=50K
21,9,45, <=50K
39,9,40, <=50K
36,11,40, <=50K
38,13,40, >50K
39,13,60, <=50K
38,9,50, <=50K
44,9,20, <=50K
51,14,45, >50K
55,6,18, <=50K
64,9,18, <=50K
54,10,40, <=50K
35,10,60, <=50K
37,13,45, >50K
36,9,40, <=50K
62,13,38, <=50K
25,13,44, <=50K
24,9,50, <=50K
59,13,40, >50K
33,9,40, <=50K
48,13,50, <=50K
36,11,60, >50K
45,10,80, <=50K
57,13,40, <=50K
44,13,40, <=50K
39,9,40, <=50K
61,15,50, >50K
26,7,40, <=50K
28,10,40, <=50K
19,10,20, <=50K
31,9,40, >50K
25,11,75, <=50K
65,7,59, >50K
35,11,65, <=50K
30,9,40, <=50K
18,8,20, <=50K
27,9,40, <=50K
62,10,24, <=50K
43,9,50, <=50K
43,9,40, <=50K
17,6,20, <=50K
60,15,80, >50K
25,9,40, <=50K
34,9,60, >50K
30,10,60, <=50K
50,10,40, <=50K
46,9,50, <=50K
35,10,40, <=50K
70,16,20, >50K
25,13,40, <=50K
55,13,60, >50K
45,9,40, <=50K
23,8,30, <=50K
22,13,40, <=50K
50,9,40, <=50K
50,13,60, >50K
53,9,40, <=50K
35,10,60, <=50K
26,9,40, <=50K
22,10,25, <=50K
43,11,40, <=50K
19,7,30, <=50K
45,13,46, <=50K
23,11,50, <=50K
27,10,70, <=50K
50,7,40, <=50K
19,10,40, <=50K
21,10,25, <=50K
42,9,40, >50K
45,13,40, <=50K
54,10,40, >50K
35,8,84, <=50K
32,6,40, <=50K
41,9,40, <=50K
38,10,40, <=50K
43,10,40, <=50K
62,9,12, <=50K
28,13,30, <=50K
51,13,50, >50K
60,9,40, <=50K
67,9,12, <=50K
28,13,40, >50K
39,9,40, >50K
35,9,40, >50K
33,10,60, <=50K
35,10,40, <=50K
59,13,37, >50K
35,3,50, <=50K
23,10,25, <=50K
35,10,60, <=50K
41,9,40, >50K
40,9,45, <=50K
47,13,45, >50K
24,8,40, <=50K
33,9,50, >50K
30,9,40, <=50K
34,9,40, <=50K
19,10,25, <=50K
49,10,50, <=50K
25,9,40, <=50K
27,9,50, <=50K
30,9,42, <=50K
35,12,40, <=50K
27,13,45, <=50K
25,9,40, <=50K
38,13,50, <=50K
56,4,26, <=50K
39,10,40, >50K
36,10,40, <=50K
46,10,40, <=50K
32,10,60, >50K
41,12,40, <=50K
41,10,40, <=50K
49,14,40, <=50K
45,13,50, >50K
45,9,40, >50K
43,12,40, <=50K
19,9,50, <=50K
34,9,55, >50K
40,11,60, <=50K
23,10,45, <=50K
45,2,40, <=50K
22,8,50, <=50K
45,9,40, <=50K
37,10,40, <=50K
61,9,40, <=50K
51,15,40, <=50K
53,5,40, <=50K
27,9,70, <=50K
60,6,40, <=50K
45,9,50, <=50K
31,13,40, <=50K
37,13,40, >50K
48,10,40, >50K
20,9,80, <=50K
23,10,40, <=50K
45,11,50, >50K
56,14,50, >50K
42,9,40, <=50K
21,10,40, <=50K
26,13,48, <=50K
37,10,60, >50K
35,14,60, >50K
35,9,65, <=50K
51,9,40, <=50K
40,9,40, <=50K
44,13,50, >50K
65,9,40, >50K
32,15,45, >50K
28,13,55, <=50K
60,9,40, <=50K
40,13,45, <=50K
45,13,40, >50K
40,9,60, <=50K
47,10,40, <=50K
35,10,40, >50K
41,10,40, <=50K
28,13,35, <=50K
30,9,25, <=50K
29,9,37, <=50K
56,4,20, <=50K
48,7,60, <=50K
45,11,40, >50K
20,9,40, <=50K
49,8,39, <=50K
30,13,45, >50K
38,10,40, >50K
59,16,40, >50K
47,9,40, >50K
37,10,40, <=50K
35,5,40, <=50K
32,9,46, <=50K
21,9,40, <=50K
32,10,40, <=50K
62,11,40, <=50K
44,9,40, <=50K
31,10,50, >50K
53,14,55, >50K
24,9,40, <=50K
28,14,30, <=50K
57,13,40, >50K
39,9,40, >50K
38,13,45, <=50K
37,10,40, <=50K
35,9,55, <=50K
21,10,10, <=50K
49,15,65, >50K
47,13,65, <=50K
25,9,40, <=50K
34,9,35, >50K
43,13,40, <=50K
45,11,40, <=50K
54,9,32, <=50K
54,4,40, <=50K
67,14,40, >50K
31,10,40, <=50K
31,10,40, <=50K
43,10,40, <=50K
26,9,40, <=50K
33,11,40, <=50K
20,10,40, <=50K
66,5,25, >50K
56,9,60, >50K
50,9,50, >50K
50,5,40, <=50K
17,7,25, <=50K
46,13,40, <=50K
55,10,40, >50K
28,9,40, <=50K
28,7,50, >50K
49,4,35, <=50K
37,9,50, <=50K
75,15,35, <=50K
61,9,52, >50K
37,9,40, <=50K
30,10,40, <=50K
32,13,40, <=50K
33,9,40, <=50K
45,13,60, >50K
44,13,60, >50K
50,13,60, >50K
34,10,40, <=50K
58,10,48, <=50K
23,7,40, <=50K
59,9,40, >50K
20,1,32, <=50K
52,14,50, >50K
34,13,45, >50K
52,9,35, <=50K
62,13,40, >50K
34,9,30, <=50K
28,9,60, <=50K
46,10,20, <=50K
31,13,45, <=50K
40,10,50, >50K
31,14,43, >50K
44,13,40, <=50K
40,9,40, >50K
50,13,8, <=50K
43,9,40, <=50K
56,15,45, >50K
19,8,40, <=50K
33,13,50, >50K
25,12,13, <=50K
54,10,40, >50K
65,9,40, <=50K
52,3,50, <=50K
54,14,50, >50K
42,15,40, >50K
26,9,30, <=50K
26,10,20, <=50K
44,13,45, <=50K
20,10,40, <=50K
19,9,40, <=50K
22,6,40, <=50K
49,4,50, <=50K
49,10,40, <=50K
25,13,40, >50K
56,9,35, <=50K
28,9,30, <=50K
66,13,50, >50K
44,9,32, <=50K
31,13,40, <=50K
25,13,40, <=50K
36,15,40, >50K
22,10,40, <=50K
23,10,45, <=50K
26,9,50, <=50K
48,14,40, >50K
57,13,40, <=50K
50,13,50, <=50K
33,10,40, <=50K
37,11,40, <=50K
22,4,40, <=50K
33,10,40, <=50K
40,10,40, >50K
50,11,55, >50K
31,9,40, <=50K
51,10,50, >50K
66,2,30, <=50K
29,10,40, >50K
25,9,40, <=50K
54,14,40, >50K
35,9,40, <=50K
30,9,50, >50K
29,6,40, <=50K
17,7,25, <=50K
55,9,55, >50K
65,9,30, <=50K
37,13,60, >50K
41,9,40, <=50K
51,11,40, >50K
17,5,45, <=50K
38,9,50, <=50K
61,4,50, >50K
63,9,40, <=50K
27,7,50, <=50K
30,13,42, >50K
35,13,70, >50K
40,16,40, >50K
19,10,40, <=50K
27,11,45, <=50K
35,12,40, <=50K
25,10,40, <=50K
17,6,20, <=50K
46,14,50, >50K
19,9,58, <=50K
56,10,50, >50K
19,8,30, <=50K
29,9,40, <=50K
27,10,40, <=50K
43,13,70, >50K
34,13,50, >50K
41,13,60, >50K
33,9,40, <=50K
21,9,40, >50K
34,13,40, <=50K
25,10,42, <=50K
46,10,50, <=50K
28,10,40, <=50K
55,13,40, >50K
46,14,40, >50K
50,10,40, <=50K
39,9,50, <=50K
45,9,45, <=50K
36,10,40, <=50K
64,6,10, >50K
24,9,40, <=50K
48,13,55, <=50K
27,6,55, <=50K
42,13,40, >50K
19,9,20, <=50K
66,4,30, <=50K
67,9,55, <=50K
24,11,40, <=50K
20,9,40, <=50K
27,13,40, <=50K
29,9,40, <=50K
37,10,35, <=50K
51,12,30, <=50K
32,9,25, <=50K
56,13,40, >50K
24,9,49, >50K
34,10,40, >50K
35,14,45, >50K
24,10,12, <=50K
35,12,40, <=50K
58,10,40, >50K
54,10,40, >50K
28,10,70, <=50K
18,6,36, <=50K
32,10,35, <=50K
37,2,40, <=50K
52,14,60, >50K
18,10,33, <=50K
36,13,48, <=50K
40,10,60, <=50K
34,9,50, <=50K
39,14,50, >50K
38,13,40, <=50K
38,13,40, <=50K
19,9,40, <=50K
42,14,50, >50K
23,9,40, <=50K
32,9,60, <=50K
25,10,40, <=50K
45,9,40, <=50K
49,13,40, <=50K
36,13,50, >50K
42,10,45, >50K
73,13,30, <=50K
32,7,43, >50K
68,4,40, <=50K
35,10,40, <=50K
65,9,40, <=50K
17,7,18, <=50K
40,9,75, >50K
29,10,50, <=50K
47,13,60, >50K
52,10,45, >50K
34,11,53, <=50K
47,13,40, <=50K
37,9,50, >50K
30,9,40, <=50K
34,13,45, <=50K
27,11,40, <=50K
39,13,45, <=50K
33,13,40, <=50K
48,16,45, >50K
34,9,48, <=50K
26,10,40, <=50K
49,13,45, >50K
51,12,60, <=50K
79,14,40, >50K
30,9,40, <=50K
19,9,32, <=50K
67,13,55, <=50K
22,10,35, <=50K
54,7,40, <=50K
71,9,15, <=50K
33,13,38, >50K
54,9,40, <=50K
27,10,50, <=50K
39,13,50, >50K
31,13,40, <=50K
34,13,38, >50K
66,10,40, >50K
56,9,40, <=50K
53,9,72, <=50K
28,4,40, <=50K
32,9,40, >50K
51,14,40, >50K
57,9,40, <=50K
23,9,40, <=50K
54,10,50, <=50K
49,10,40, >50K
52,9,40, <=50K
25,9,40, <=50K
27,10,40, <=50K
29,10,45, <=50K
19,9,40, <=50K
20,10,40, <=50K
42,12,50, <=50K
42,9,40, >50K
74,10,25, >50K
27,10,40, <=50K
58,16,50, >50K
20,9,40, <=50K
26,13,70, <=50K
37,9,40, <=50K
51,11,40, <=50K
46,6,37, <=50K
34,10,40, <=50K
38,13,40, >50K
42,9,35, <=50K
48,9,40, <=50K
47,9,40, <=50K
22,9,40, <=50K
27,8,55, <=50K
33,10,40, <=50K
22,9,16, <=50K
45,9,40, >50K
38,9,40, >50K
50,9,40, >50K
27,11,43, <=50K
42,9,45, <=50K
19,9,30, <=50K
58,13,58, <=50K
42,10,40, <=50K
47,9,50, <=50K
32,4,35, <=50K
53,9,40, <=50K
36,12,55, <=50K
38,10,40, <=50K
27,13,45, <=50K
58,9,40, <=50K
51,8,45, <=50K
21,10,48, <=50K
25,13,50, <=50K
35,13,40, >50K
33,11,40, <=50K
27,12,52, <=50K
33,11,42, >50K
29,10,60, <=50K
32,11,40, <=50K
33,11,40, >50K
44,13,38, >50K
29,9,40, <=50K
24,13,30, <=50K
33,9,40, <=50K
41,9,50, <=50K
60,9,40, >50K
25,10,40, <=50K
20,9,35, <=50K
37,13,50, >50K
34,10,40, >50K
36,9,45, <=50K
60,13,8, >50K
34,10,20, <=50K
49,13,40, >50K
66,9,10, <=50K
19,7,56, <=50K
20,11,40, <=50K
42,9,40, <=50K
58,9,40, <=50K
49,14,45, >50K
61,4,40, <=50K
35,10,60, <=50K
39,13,60, >50K
29,16,50, >50K
40,9,40, <=50K
25,9,40, <=50K
63,11,40, <=50K
22,13,40, <=50K
67,9,40, >50K
42,6,45, <=50K
66,13,50, <=50K
37,9,40, <=50K
37,9,40, <=50K
53,9,40, <=50K
52,15,35, >50K
24,9,40, <=50K
23,9,40, <=50K
45,9,78, >50K
38,13,48, >50K
57,13,40, >50K
31,9,45, <=50K
29,13,48, <=50K
33,6,40, <=50K
39,11,40, <=50K
30,13,45, <=50K
32,13,40, >50K
26,3,40, <=50K
62,4,40, >50K
39,5,40, <=50K
19,10,20, <=50K
29,10,40, >50K
47,10,45, <=50K
52,13,55, >50K
24,13,40, <=50K
22,10,24, <=50K
27,9,30, <=50K
58,2,38, <=50K
69,9,40, <=50K
50,3,37, <=50K
59,10,60, >50K
28,9,50, <=50K
28,9,40, <=50K
65,13,40, <=50K
43,13,55, >50K
20,10,20, <=50K
